0	2026-06-25 16:32:33	#ARC-FILE#	1.1a	2026-05-01	2026-05-31	COBAS INTEGRA400	400252	3.6.2.1904 (1904)	CHARLES DRALEKU																
20	2026-05-07 12:33:55	ALP2L	PCCC1	758686	63545	89017001	U/L	 	  104.3	  0.01803	  114.0	  7.00	  114.0	  14.00	  100.0	  128.0									
20	2026-05-07 12:33:56	ALP2L	PCCC2	721598	63545	89017001	U/L	 	  219.4	  0.03697	  239.0	  14.00	  239.0	  28.00	  211.0	  267.0									
20	2026-05-07 13:32:14	ALB2	PCCC1	758686	52765	88168901	g/dL	 	  3.5	  0.00246	  3.4	  0.21	  3.4	  4.00	  3.0	  3.8									
20	2026-05-07 13:32:14	ALB2	PCCC2	721598	52765	88168901	g/dL	 	  4.9	  0.04020	  5.1	  0.30	  5.1	  6.00	  4.7	  5.7									
20	2026-05-07 13:32:41	BILD2	PCCC1	758686	57071	90989301	mg/dl	 	  0.89	  0.01041	  0.90	  0.07	  0.90	  2.39	  0.76	  1.04									
20	2026-05-07 13:32:42	BILD2	PCCC2	721598	57071	90989301	mg/dl	 	  2.31	  0.02691	  2.45	  0.20	  2.45	  6.84	  2.05	  2.85									
20	2026-05-07 13:33:00	BILT3	PCCC1	758686	1400	90838101	mg/dL	 	  0.88	  0.00482	  0.97	  0.06	  0.97	  2.05	  0.85	  1.09									
20	2026-05-07 13:33:00	BILT3	PCCC2	721598	1400	90838101	mg/dL	 	  2.90	  0.01354	  3.44	  0.21	  3.44	  7.18	  3.02	  3.86									
20	2026-05-07 13:33:21	CREJ2	PCCC1	758686	32483	86138101	mg/dL	 	  0.97	  0.00344	  1.06	  0.06	  1.06	  10.62	  0.94	  1.18									
20	2026-05-07 13:33:21	CREJ2	PCCC2	721598	32483	86138101	mg/dL	 	  3.14	  0.00956	  3.53	  0.21	  3.53	  37.17	  3.11	  3.95									
20	2026-05-07 13:33:43	GLUC3	PCCC1	758686	22173	86009001	mg/dL	 	  107.06	  0.17437	  103.00	  5.00	  103.00	  0.55	  93.00	  113.00									
20	2026-05-07 13:33:43	GLUC3	PCCC2	721598	22173	86009001	mg/dL	 	  244.22	  0.39513	  243.00	  12.00	  243.00	  1.33	  219.00	  267.00									
20	2026-05-07 13:56:11	BILT3	PCCC1	758686	3854	92029501	mg/dL	 	  0.91	  0.00482	  0.97	  0.06	  0.97	  2.05	  0.85	  1.09									
20	2026-05-07 13:56:12	BILT3	PCCC2	721598	3854	92029501	mg/dL	 	  3.26	  0.01484	  3.44	  0.21	  3.44	  7.18	  3.02	  3.86									
20	2026-05-07 17:24:51	NA-I	PCCC1	758686			mmol/L	 	  114.5	  69.4503	  114.0	  3.00	  114.0	  6.00	  108.0	  120.0									
20	2026-05-07 17:24:51	K-I	PCCC1	758686			mmol/L	 	  3.84	  15.2073	  3.78	  0.11	  3.78	  0.22	  3.56	  4.00									
20	2026-05-07 17:24:51	CL-I	PCCC1	758686			mmol/L	 	  86.5	  133.967	  85.3	  2.60	  85.3	  5.20	  80.1	  90.5									
20	2026-05-07 17:24:51	NA-I	PCCC2	721598			mmol/L	 	  138.4	  74.2251	  139.0	  4.00	  139.0	  8.00	  131.0	  147.0									
20	2026-05-07 17:24:51	K-I	PCCC2	721598			mmol/L	 	  6.32	  27.4870	  6.23	  0.19	  6.23	  0.38	  5.85	  6.61									
20	2026-05-07 17:24:52	CL-I	PCCC2	721598			mmol/L	 	  104.3	  129.827	  104.0	  3.00	  104.0	  6.00	  98.0	  110.0									
20	2026-05-08 10:06:51	NA-I	PCCC1	758686			mmol/L	 	  112.5	  68.3893	  114.0	  3.00	  114.0	  6.00	  108.0	  120.0									
20	2026-05-08 10:06:52	K-I	PCCC1	758686			mmol/L	 	  3.75	  13.7710	  3.78	  0.11	  3.78	  0.22	  3.56	  4.00									
20	2026-05-08 10:06:52	CL-I	PCCC1	758686			mmol/L	 	  86.6	  133.088	  85.3	  2.60	  85.3	  5.20	  80.1	  90.5									
20	2026-05-08 10:06:52	NA-I	PCCC2	721598			mmol/L	 	  136.8	  73.3064	  139.0	  4.00	  139.0	  8.00	  131.0	  147.0									
20	2026-05-08 10:06:52	K-I	PCCC2	721598			mmol/L	 	  6.22	  26.4260	  6.23	  0.19	  6.23	  0.38	  5.85	  6.61									
20	2026-05-08 10:06:53	CL-I	PCCC2	721598			mmol/L	 	  104.6	  128.856	  104.0	  3.00	  104.0	  6.00	  98.0	  110.0									
20	2026-05-08 13:12:35	CA2	PCCC1	758686	86119	88237901	mg/dL	 	  8.96	  0.11147	  8.94	  0.36	  8.94	  0.18	  8.22	  9.66									
20	2026-05-08 13:12:35	CA2	PCCC2	721598	86119	88237901	mg/dL	 	  13.88	  0.17040	  13.90	  0.60	  13.90	  0.30	  12.70	  15.10									
20	2026-05-08 13:23:20	ALB2	PCCC1	758686	52765	88168901	g/dL	 	  3.4	  0.00016	  3.4	  0.21	  3.4	  4.00	  3.0	  3.8									
20	2026-05-08 13:23:21	ALB2	PCCC2	721598	52765	88168901	g/dL	 	  4.9	  0.04076	  5.1	  0.30	  5.1	  6.00	  4.7	  5.7									
20	2026-05-08 13:23:42	ALTL	PCCC1	758686	48059	85632401	U/L	 	  37.8	  0.00617	  39.8	  2.40	  39.8	  4.80	  35.0	  44.6									
20	2026-05-08 13:23:43	ALTL	PCCC2	721598	48059	85632401	U/L	 	  101.3	  0.01785	  104.0	  6.00	  104.0	  12.00	  92.0	  116.0									
20	2026-05-08 13:24:04	ASTL	PCCC1	758686	34339	88380601	U/L	 	  43.5	  0.00705	  42.9	  2.60	  42.9	  5.20	  37.7	  48.1									
20	2026-05-08 13:24:05	ASTL	PCCC2	721598	34339	88380601	U/L	 	  133.4	  0.02357	  133.0	  8.00	  133.0	  16.00	  117.0	  149.0									
20	2026-05-08 13:24:25	BILD2	PCCC1	758686	57071	90989301	mg/dl	 	  0.88	  0.01034	  0.90	  0.07	  0.90	  2.39	  0.76	  1.04									
20	2026-05-08 13:24:26	BILD2	PCCC2	721598	57071	90989301	mg/dl	 	  2.27	  0.02649	  2.45	  0.20	  2.45	  6.84	  2.05	  2.85									
20	2026-05-08 13:24:46	CA2	PCCC1	758686	86119	88237901	mg/dL	 	  8.89	  0.11074	  8.94	  0.36	  8.94	  0.18	  8.22	  9.66									
20	2026-05-08 13:24:47	CA2	PCCC2	721598	86119	88237901	mg/dL	 	  13.85	  0.16997	  13.90	  0.60	  13.90	  0.30	  12.70	  15.10									
20	2026-05-08 13:25:08	CREJ2	PCCC1	758686	32483	86138101	mg/dL	 	  0.98	  0.00348	  1.06	  0.06	  1.06	  10.62	  0.94	  1.18									
20	2026-05-08 13:25:08	CREJ2	PCCC2	721598	32483	86138101	mg/dL	 	  3.23	  0.00982	  3.53	  0.21	  3.53	  37.17	  3.11	  3.95									
20	2026-05-08 13:25:29	GLUC3	PCCC1	758686	22173	86009001	mg/dL	 	  106.76	  0.17389	  103.00	  5.00	  103.00	  0.55	  93.00	  113.00									
20	2026-05-08 13:25:29	GLUC3	PCCC2	721598	22173	86009001	mg/dL	 	  243.56	  0.39406	  243.00	  12.00	  243.00	  1.33	  219.00	  267.00									
20	2026-05-08 13:25:50	ALP2L	PCCC1	758686	63545	89017001	U/L	 	  106.6	  0.01840	  114.0	  7.00	  114.0	  14.00	  100.0	  128.0									
20	2026-05-08 13:25:50	ALP2L	PCCC2	721598	63545	89017001	U/L	 	  222.8	  0.03753	  239.0	  14.00	  239.0	  28.00	  211.0	  267.0									
20	2026-05-08 13:26:12	AMYL2	PCCC1	758686	30771	86127101	U/L	 	  81.2	  0.01174	  79.9	  4.80	  79.9	  9.60	  70.3	  89.5									
20	2026-05-08 13:26:12	AMYL2	PCCC2	721598	30771	86127101	U/L	 	  186.5	  0.02689	  186.0	  11.00	  186.0	  22.00	  164.0	  208.0									
20	2026-05-08 13:27:06	GGTS2	PCCC1	758686	8319	90991001	U/L	 	  45.0	  0.00442	  45.3	  2.70	  45.3	  5.40	  39.9	  50.7									
20	2026-05-08 13:27:06	GGTS2	PCCC2	721598	8319	90991001	U/L	 	  189.9	  0.01670	  199.0	  12.00	  199.0	  24.00	  175.0	  223.0									
20	2026-05-08 13:27:27	PHOS2	PCCC1	758686	37149	86136401	mg/dL	 	  4.48	  0.29324	  4.50	  0.23	  4.50	  0.15	  3.94	  4.96									
20	2026-05-08 13:27:27	PHOS2	PCCC2	721598	37149	86136401	mg/dL	 	  8.83	  0.46197	  9.11	  0.46	  9.11	  0.30	  8.19	  10.03									
20	2026-05-08 13:27:47	TP2	PCCC1	758686	27035	91836001	g/dL	 	  4.7	  0.02278	  4.9	  0.20	  4.9	  4.00	  4.4	  5.3									
20	2026-05-08 13:27:47	TP2	PCCC2	721598	27035	91836001	g/dL	 	  7.3	  0.05748	  7.7	  0.30	  7.7	  6.00	  7.1	  8.3									
20	2026-05-08 13:28:08	TRIGL	PCCC1	758686	69332	91690101	mg/dL	 	  117.78	  0.08239	  115.00	  6.00	  115.00	  0.14	  103.00	  127.00									
20	2026-05-08 13:28:09	TRIGL	PCCC2	721598	69332	91690101	mg/dL	 	  211.07	  0.14780	  212.00	  11.00	  212.00	  0.25	  190.00	  234.00									
20	2026-05-08 14:12:08	MG-2	PCCC1	758686	16823	87834101	mg/dL	 	  1.95	 -0.2873	  1.93	  0.08	  1.93	  0.07	  1.77	  2.09									
20	2026-05-08 14:12:08	MG-2	PCCC2	721598	16823	87834101	mg/dL	 	  3.14	 -0.0465	  3.21	  0.13	  3.21	  0.11	  2.95	  3.47									
20	2026-05-08 19:30:48	NA-I	PCCC1	758686			mmol/L	 	  115.6	  69.0104	  114.0	  3.00	  114.0	  6.00	  108.0	  120.0									
20	2026-05-08 19:30:48	K-I	PCCC1	758686			mmol/L	 	  3.85	  14.9356	  3.78	  0.11	  3.78	  0.22	  3.56	  4.00									
20	2026-05-08 19:30:48	CL-I	PCCC1	758686			mmol/L	 	  86.0	  133.320	  85.3	  2.60	  85.3	  5.20	  80.1	  90.5									
20	2026-05-08 19:30:49	NA-I	PCCC2	721598			mmol/L	 	  139.2	  73.7722	  139.0	  4.00	  139.0	  8.00	  131.0	  147.0									
20	2026-05-08 19:30:49	K-I	PCCC2	721598			mmol/L	 	  6.32	  27.2671	  6.23	  0.19	  6.23	  0.38	  5.85	  6.61									
20	2026-05-08 19:30:49	CL-I	PCCC2	721598			mmol/L	 	  103.8	  129.232	  104.0	  3.00	  104.0	  6.00	  98.0	  110.0									
20	2026-05-09 13:25:41	NA-I	PCCC1	758686			mmol/L	 	  112.3	  68.3246	  114.0	  3.00	  114.0	  6.00	  108.0	  120.0									
20	2026-05-09 13:25:41	K-I	PCCC1	758686			mmol/L	 	  3.75	  14.3921	  3.78	  0.11	  3.78	  0.22	  3.56	  4.00									
20	2026-05-09 13:25:42	CL-I	PCCC1	758686			mmol/L	 	  83.0	  134.226	  85.3	  2.60	  85.3	  5.20	  80.1	  90.5									
20	2026-05-09 13:25:42	NA-I	PCCC2	721598			mmol/L	 	  136.0	  73.1640	  139.0	  4.00	  139.0	  8.00	  131.0	  147.0									
20	2026-05-09 13:25:42	K-I	PCCC2	721598			mmol/L	 	  6.17	  26.7495	  6.23	  0.19	  6.23	  0.38	  5.85	  6.61									
20	2026-05-09 13:25:42	CL-I	PCCC2	721598			mmol/L	 	  101.6	  130.008	  104.0	  3.00	  104.0	  6.00	  98.0	  110.0									
20	2026-05-09 13:35:25	ALB2	PCCC1	758686	52765	88168901	g/dL	 	  3.4	  0.00036	  3.4	  0.21	  3.4	  4.00	  3.0	  3.8									
20	2026-05-09 13:35:26	ALB2	PCCC2	721598	52765	88168901	g/dL	 	  4.8	  0.03947	  5.1	  0.30	  5.1	  6.00	  4.7	  5.7									
20	2026-05-09 13:35:46	ALTL	PCCC1	758686	48059	85632401	U/L	 	  38.3	  0.00625	  39.8	  2.40	  39.8	  4.80	  35.0	  44.6									
20	2026-05-09 13:35:46	ALTL	PCCC2	721598	48059	85632401	U/L	 	  100.7	  0.01773	  104.0	  6.00	  104.0	  12.00	  92.0	  116.0									
20	2026-05-09 13:36:06	ASTL	PCCC1	758686	34339	88380601	U/L	 	  43.0	  0.00697	  42.9	  2.60	  42.9	  5.20	  37.7	  48.1									
20	2026-05-09 13:36:07	ASTL	PCCC2	721598	34339	88380601	U/L	 	  132.5	  0.02341	  133.0	  8.00	  133.0	  16.00	  117.0	  149.0									
20	2026-05-09 13:36:27	BILD2	PCCC1	758686	57071	90989301	mg/dl	 	  0.85	  0.01003	  0.90	  0.07	  0.90	  2.39	  0.76	  1.04									
20	2026-05-09 13:36:28	BILD2	PCCC2	721598	57071	90989301	mg/dl	 	  2.24	  0.02617	  2.45	  0.20	  2.45	  6.84	  2.05	  2.85									
20	2026-05-09 13:36:49	CA2	PCCC1	758686	86119	88237901	mg/dL	 	  8.85	  0.11020	  8.94	  0.36	  8.94	  0.18	  8.22	  9.66									
20	2026-05-09 13:36:49	CA2	PCCC2	721598	86119	88237901	mg/dL	 	  13.70	  0.16823	  13.90	  0.60	  13.90	  0.30	  12.70	  15.10									
20	2026-05-09 13:37:10	CREJ2	PCCC1	758686	32483	86138101	mg/dL	 	  1.01	  0.00357	  1.06	  0.06	  1.06	  10.62	  0.94	  1.18									
20	2026-05-09 13:37:10	CREJ2	PCCC2	721598	32483	86138101	mg/dL	 	  3.28	  0.00998	  3.53	  0.21	  3.53	  37.17	  3.11	  3.95									
20	2026-05-09 13:37:31	GGTS2	PCCC1	758686	8319	90991001	U/L	 	  44.1	  0.00434	  45.3	  2.70	  45.3	  5.40	  39.9	  50.7									
20	2026-05-09 13:37:32	GGTS2	PCCC2	721598	8319	90991001	U/L	 	  187.4	  0.01649	  199.0	  12.00	  199.0	  24.00	  175.0	  223.0									
20	2026-05-09 13:37:52	GLUC3	PCCC1	758686	22173	86009001	mg/dL	 	  106.48	  0.17345	  103.00	  5.00	  103.00	  0.55	  93.00	  113.00									
20	2026-05-09 13:37:53	GLUC3	PCCC2	721598	22173	86009001	mg/dL	 	  241.67	  0.39102	  243.00	  12.00	  243.00	  1.33	  219.00	  267.00									
20	2026-05-09 13:38:13	LDHI2	PCCC1	758686	16583	91953801	U/L	 	  158.8	  0.01220	  163.0	  10.00	  163.0	  20.00	  143.0	  183.0									
20	2026-05-09 13:38:14	LDHI2	PCCC2	721598	16583	91953801	U/L	 	  290.5	  0.02187	  300.0	  18.00	  300.0	  36.00	  264.0	  336.0									
20	2026-05-09 13:38:56	TP2	PCCC1	758686	27035	91836001	g/dL	 	  4.6	  0.02243	  4.9	  0.20	  4.9	  4.00	  4.4	  5.3									
20	2026-05-09 13:38:57	TP2	PCCC2	721598	27035	91836001	g/dL	 	  7.2	  0.05703	  7.7	  0.30	  7.7	  6.00	  7.1	  8.3									
20	2026-05-09 13:39:18	UREAL	PCCC1	758686	14010	91694801	mg/dL	 	  39.60	  0.05171	  38.90	  1.90	  38.90	  0.63	  35.10	  42.70									
20	2026-05-09 13:39:18	UREAL	PCCC2	721598	14010	91694801	mg/dL	 	  114.70	  0.15124	  119.00	  6.00	  119.00	  2.00	  107.00	  131.00									
20	2026-05-09 13:39:39	ALP2L	PCCC1	758686	63545	89017001	U/L	 	  106.5	  0.01839	  114.0	  7.00	  114.0	  14.00	  100.0	  128.0									
20	2026-05-09 13:39:39	ALP2L	PCCC2	721598	63545	89017001	U/L	 	  222.6	  0.03750	  239.0	  14.00	  239.0	  28.00	  211.0	  267.0									
20	2026-05-11 10:52:37	NA-I	PCCC1	758686			mmol/L	 	  113.2	  68.5057	  114.0	  3.00	  114.0	  6.00	  108.0	  120.0									
20	2026-05-11 10:52:38	K-I	PCCC1	758686			mmol/L	 	  3.79	  16.9154	  3.78	  0.11	  3.78	  0.22	  3.56	  4.00									
20	2026-05-11 10:52:39	CL-I	PCCC1	758686			mmol/L	 	  83.7	  133.398	  85.3	  2.60	  85.3	  5.20	  80.1	  90.5									
20	2026-05-11 10:52:39	NA-I	PCCC2	721598			mmol/L	 	  137.3	  73.2546	  139.0	  4.00	  139.0	  8.00	  131.0	  147.0									
20	2026-05-11 10:52:39	K-I	PCCC2	721598			mmol/L	 	  6.19	  28.5093	  6.23	  0.19	  6.23	  0.38	  5.85	  6.61									
20	2026-05-11 10:52:40	CL-I	PCCC2	721598			mmol/L	 	  102.5	  129.206	  104.0	  3.00	  104.0	  6.00	  98.0	  110.0									
20	2026-05-11 11:46:29	ALTL	PCCC1	758686	48059	85632401	U/L	 	  38.8	  0.00635	  39.8	  2.40	  39.8	  4.80	  35.0	  44.6									
20	2026-05-11 11:46:30	ALTL	PCCC2	721598	48059	85632401	U/L	 	  101.1	  0.01781	  104.0	  6.00	  104.0	  12.00	  92.0	  116.0									
20	2026-05-11 11:46:57	ASTL	PCCC1	758686	34339	88380601	U/L	 	  43.6	  0.00708	  42.9	  2.60	  42.9	  5.20	  37.7	  48.1									
20	2026-05-11 11:46:57	ASTL	PCCC2	721598	34339	88380601	U/L	 	  133.9	  0.02366	  133.0	  8.00	  133.0	  16.00	  117.0	  149.0									
20	2026-05-11 11:47:15	CHOL2	PCCC1	758686	15366	91689601	mg/dL	 	  103.59	  0.11672	  105.00	  5.00	  105.00	  0.26	  95.00	  115.00									
20	2026-05-11 11:47:15	CHOL2	PCCC2	721598	15366	91689601	mg/dL	 	  167.87	  0.18948	  168.00	  8.00	  168.00	  0.41	  152.00	  184.00									
20	2026-05-11 11:47:38	LDLC3	PCCC1	758686	29896	83806501	mg/dL	 	  63.45	  0.05386	  63.90	  2.45	  63.90	  0.13	  59.00	  68.80									
20	2026-05-11 11:47:38	LDLC3	PCCC2	721598	29896	83806501	mg/dL	 	  97.93	  0.08265	  101.36	  3.35	  101.36	  0.20	  93.66	  109.06									
20	2026-05-11 11:47:58	UREAL	PCCC1	758686	14010	91694801	mg/dL	 	  39.41	  0.05146	  38.90	  1.90	  38.90	  0.63	  35.10	  42.70									
20	2026-05-11 11:47:58	UREAL	PCCC2	721598	14010	91694801	mg/dL	 	  116.56	  0.15371	  119.00	  6.00	  119.00	  2.00	  107.00	  131.00									
20	2026-05-11 12:32:38	ALB2	PCCC1	758686	52765	88168901	g/dL	 	  3.5	  0.00281	  3.4	  0.21	  3.4	  4.00	  3.0	  3.8									
20	2026-05-11 12:32:38	ALB2	PCCC2	721598	52765	88168901	g/dL	 	  5.0	  0.04408	  5.1	  0.30	  5.1	  6.00	  4.7	  5.7									
20	2026-05-11 12:33:06	BILD2	PCCC1	758686	57071	90989301	mg/dl	 	  0.84	  0.00989	  0.90	  0.07	  0.90	  2.39	  0.76	  1.04									
20	2026-05-11 12:33:06	BILD2	PCCC2	721598	57071	90989301	mg/dl	 	  2.19	  0.02554	  2.45	  0.20	  2.45	  6.84	  2.05	  2.85									
20	2026-05-11 12:33:25	CA2	PCCC1	758686	86119	88237901	mg/dL	 	  8.82	  0.11109	  8.94	  0.36	  8.94	  0.18	  8.22	  9.66									
20	2026-05-11 12:33:25	CA2	PCCC2	721598	86119	88237901	mg/dL	 	  13.69	  0.17013	  13.90	  0.60	  13.90	  0.30	  12.70	  15.10									
20	2026-05-11 12:34:28	GLUC3	PCCC1	758686	22173	86009001	mg/dL	 	  107.29	  0.17475	  103.00	  5.00	  103.00	  0.55	  93.00	  113.00									
20	2026-05-11 12:34:28	GLUC3	PCCC2	721598	22173	86009001	mg/dL	 	  242.02	  0.39158	  243.00	  12.00	  243.00	  1.33	  219.00	  267.00									
20	2026-05-11 12:34:49	ALP2L	PCCC1	758686	63545	89017001	U/L	 	  105.7	  0.01826	  114.0	  7.00	  114.0	  14.00	  100.0	  128.0									
20	2026-05-11 12:34:49	ALP2L	PCCC2	721598	63545	89017001	U/L	 	  223.2	  0.03759	  239.0	  14.00	  239.0	  28.00	  211.0	  267.0									
20	2026-05-11 18:41:29	CL-I	PCCC1	758686			mmol/L	 	  86.0	  134.382	  85.3	  2.60	  85.3	  5.20	  80.1	  90.5									
20	2026-05-11 18:41:29	CL-I	PCCC2	721598			mmol/L	 	  105.1	  130.137	  104.0	  3.00	  104.0	  6.00	  98.0	  110.0									
20	2026-05-11 20:52:48	CL-I	PCCC1	758686			mmol/L	 	  83.9	  135.223	  85.3	  2.60	  85.3	  5.20	  80.1	  90.5									
20	2026-05-11 20:52:48	CL-I	PCCC2	721598			mmol/L	 	  101.6	  131.056	  104.0	  3.00	  104.0	  6.00	  98.0	  110.0									
20	2026-05-12 11:13:29	NA-I	PCCC1	758686			mmol/L	 	  112.2	  68.3893	  114.0	  3.00	  114.0	  6.00	  108.0	  120.0									
20	2026-05-12 11:13:30	K-I	PCCC1	758686			mmol/L	 	  3.79	  14.4956	  3.78	  0.11	  3.78	  0.22	  3.56	  4.00									
20	2026-05-12 11:13:30	CL-I	PCCC1	758686			mmol/L	 	  85.1	  133.540	  85.3	  2.60	  85.3	  5.20	  80.1	  90.5									
20	2026-05-12 11:13:30	NA-I	PCCC2	721598			mmol/L	 	  136.9	  73.1382	  139.0	  4.00	  139.0	  8.00	  131.0	  147.0									
20	2026-05-12 11:13:30	K-I	PCCC2	721598			mmol/L	 	  6.29	  26.6460	  6.23	  0.19	  6.23	  0.38	  5.85	  6.61									
20	2026-05-12 11:13:30	CL-I	PCCC2	721598			mmol/L	 	  103.0	  129.283	  104.0	  3.00	  104.0	  6.00	  98.0	  110.0									
20	2026-05-12 12:42:52	NA-I	PCCC1	758686			mmol/L	 	  112.2	  68.3246	  114.0	  3.00	  114.0	  6.00	  108.0	  120.0									
20	2026-05-12 12:42:52	K-I	PCCC1	758686			mmol/L	 	  3.74	  14.2886	  3.78	  0.11	  3.78	  0.22	  3.56	  4.00									
20	2026-05-12 12:42:52	CL-I	PCCC1	758686			mmol/L	 	  83.8	  133.605	  85.3	  2.60	  85.3	  5.20	  80.1	  90.5									
20	2026-05-12 12:42:53	NA-I	PCCC2	721598			mmol/L	 	  136.6	  73.2934	  139.0	  4.00	  139.0	  8.00	  131.0	  147.0									
20	2026-05-12 12:42:53	K-I	PCCC2	721598			mmol/L	 	  6.21	  26.8142	  6.23	  0.19	  6.23	  0.38	  5.85	  6.61									
20	2026-05-12 12:42:53	CL-I	PCCC2	721598			mmol/L	 	  102.2	  129.309	  104.0	  3.00	  104.0	  6.00	  98.0	  110.0									
20	2026-05-12 21:35:54	NA-I	PCCC1	758686			mmol/L	 	  112.7	  69.4892	  114.0	  3.00	  114.0	  6.00	  108.0	  120.0									
20	2026-05-12 21:35:54	K-I	PCCC1	758686			mmol/L	 	  3.78	  14.7674	  3.78	  0.11	  3.78	  0.22	  3.56	  4.00									
20	2026-05-12 21:35:54	CL-I	PCCC1	758686			mmol/L	 	  84.1	  135.261	  85.3	  2.60	  85.3	  5.20	  80.1	  90.5									
20	2026-05-12 21:35:54	NA-I	PCCC2	721598			mmol/L	 	  135.7	  74.1345	  139.0	  4.00	  139.0	  8.00	  131.0	  147.0									
20	2026-05-12 21:35:54	K-I	PCCC2	721598			mmol/L	 	  6.20	  26.8013	  6.23	  0.19	  6.23	  0.38	  5.85	  6.61									
20	2026-05-12 21:35:55	CL-I	PCCC2	721598			mmol/L	 	  101.7	  131.147	  104.0	  3.00	  104.0	  6.00	  98.0	  110.0									
20	2026-05-13 17:32:39	BILT3	PCCC1	758686	3854	92029501	mg/dL	 	  0.95	  0.00516	  0.97	  0.06	  0.97	  2.05	  0.85	  1.09									
20	2026-05-13 17:32:40	BILT3	PCCC2	721598	3854	92029501	mg/dL	 	  3.39	  0.01591	  3.44	  0.21	  3.44	  7.18	  3.02	  3.86									
20	2026-05-13 17:33:53	CREJ2	PCCC1	758686	43935	93113501	mg/dL	 	  1.07	  0.00460	  1.06	  0.06	  1.06	  10.62	  0.94	  1.18									
20	2026-05-13 17:33:53	CREJ2	PCCC2	721598	43935	93113501	mg/dL	 	  3.50	  0.01307	  3.53	  0.21	  3.53	  37.17	  3.11	  3.95									
20	2026-05-13 17:35:28	MG-2	PCCC1	758686	16823	87834101	mg/dL	 	  1.94	 -0.2922	  1.93	  0.08	  1.93	  0.07	  1.77	  2.09									
20	2026-05-13 17:35:29	MG-2	PCCC2	721598	16823	87834101	mg/dL	 	  3.16	 -0.0456	  3.21	  0.13	  3.21	  0.11	  2.95	  3.47									
20	2026-05-13 17:36:54	NA-I	PCCC1	758686			mmol/L	 	  111.7	  68.8422	  114.0	  3.00	  114.0	  6.00	  108.0	  120.0									
20	2026-05-13 17:36:54	K-I	PCCC1	758686			mmol/L	 	  3.70	  15.4402	  3.78	  0.11	  3.78	  0.22	  3.56	  4.00									
20	2026-05-13 17:36:54	CL-I	PCCC1	758686			mmol/L	 	  83.9	  134.679	  85.3	  2.60	  85.3	  5.20	  80.1	  90.5									
20	2026-05-13 17:36:54	NA-I	PCCC2	721598			mmol/L	 	  134.6	  73.4358	  139.0	  4.00	  139.0	  8.00	  131.0	  147.0									
20	2026-05-13 17:36:54	K-I	PCCC2	721598			mmol/L	 	  6.12	  27.4223	  6.23	  0.19	  6.23	  0.38	  5.85	  6.61									
20	2026-05-13 17:36:55	CL-I	PCCC2	721598			mmol/L	 	  100.6	  130.875	  104.0	  3.00	  104.0	  6.00	  98.0	  110.0									
20	2026-05-13 18:03:15	LACT2	PCCC1	758686	15010	91956301	mmol/L	 	  1.79	  0.12839	  1.79	  0.11	  1.79	  0.22	  1.57	  2.01									
20	2026-05-13 18:03:15	LACT2	PCCC2	721598	15010	91956301	mmol/L	 	  3.54	  0.25008	  3.58	  0.21	  3.58	  0.42	  3.16	  4.00									
20	2026-05-13 18:04:29	ALB2	PCCC1	758686	52765	88168901	g/dL	 	  3.4	 -0.0003	  3.4	  0.21	  3.4	  4.00	  3.0	  3.8									
20	2026-05-13 18:04:30	ALB2	PCCC2	721598	52765	88168901	g/dL	 	  4.8	  0.03813	  5.1	  0.30	  5.1	  6.00	  4.7	  5.7									
20	2026-05-13 18:04:50	ALTL	PCCC1	758686	48059	85632401	U/L	 	  39.8	  0.00654	  39.8	  2.40	  39.8	  4.80	  35.0	  44.6									
20	2026-05-13 18:04:51	ALTL	PCCC2	721598	48059	85632401	U/L	 	  105.7	  0.01865	  104.0	  6.00	  104.0	  12.00	  92.0	  116.0									
20	2026-05-13 18:05:11	AMYL2	PCCC1	758686	30771	86127101	U/L	 	  80.2	  0.01159	  79.9	  4.80	  79.9	  9.60	  70.3	  89.5									
20	2026-05-13 18:05:12	AMYL2	PCCC2	721598	30771	86127101	U/L	 	  184.4	  0.02658	  186.0	  11.00	  186.0	  22.00	  164.0	  208.0									
20	2026-05-13 18:07:04	ASTL	PCCC1	758686	34339	88380601	U/L	 	  42.1	  0.00681	  42.9	  2.60	  42.9	  5.20	  37.7	  48.1									
20	2026-05-13 18:07:05	ASTL	PCCC2	721598	34339	88380601	U/L	 	  124.3	  0.02189	  133.0	  8.00	  133.0	  16.00	  117.0	  149.0									
20	2026-05-13 18:07:30	BILD2	PCCC1	758686	57071	90989301	mg/dl	 	  0.92	  0.01083	  0.90	  0.07	  0.90	  2.39	  0.76	  1.04									
20	2026-05-13 18:07:30	BILD2	PCCC2	721598	57071	90989301	mg/dl	 	  2.52	  0.02940	  2.45	  0.20	  2.45	  6.84	  2.05	  2.85									
20	2026-05-13 18:08:12	CA2	PCCC1	758686	86119	88237901	mg/dL	 	  8.58	  0.10816	  8.94	  0.36	  8.94	  0.18	  8.22	  9.66									
20	2026-05-13 18:08:12	CA2	PCCC2	721598	86119	88237901	mg/dL	 	  13.31	  0.16550	  13.90	  0.60	  13.90	  0.30	  12.70	  15.10									
20	2026-05-13 18:09:07	CHOL2	PCCC2	721598	15366	91689601	mg/dL	 	  163.08	  0.18405	  168.00	  8.00	  168.00	  0.41	  152.00	  184.00									
